module,instance,port,hardbin,softbin,counter,bindesc
CLK_BASE_CXXX,AFSTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_STARTANA1CPU_TAP_X_MIN_X_40_HVM,4,28,38,3500:5999,CLK_BASE_CXXX_AFSTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_K_BEGIN_TAP_X_MIN_X_40_HVM,4,28,38,3500:5999,CLK_BASE_CXXX_AFSTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_SDC,4,28,38,3500:5999,CLK_BASE_CXXX_AFSTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,AFSTRIM_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_SDC,4,28,38,3500:5999,CLK_BASE_CXXX_AFSTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_BEGIN_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_BEGIN_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,VREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,IREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,IREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,IREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,IREFTRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,IREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,IREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,IREFTRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_SCREEN_K_STARTANA1CPU_X_X_X_X_X_HVM,2,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXX,DCATRIM_X_PATCFG_K_STARTANA1CPU_X_X_X_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_BBS,2,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_BBS,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_BBS,4,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_BEGIN_TAP_X_MIN_X_40_BBS,5,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_BBS,2,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_BBS,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_BBS,4,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXX,RESETCHECK_X_CMEM_E_STARTANA1CPU_TAP_X_MIN_X_40_BBS,5,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,4,28,39,3500:5999,CLK_BASE_CXXX_VREFTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,4,28,39,3500:5999,CLK_BASE_CXXX_VREFTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,VCCPLL_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,4,28,36,3500:5999,CLK_BASE_CXXX_VCCPLL_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,STATUSREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,STATUSREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,STATUSREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET1,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET1,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET1,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET0,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET0,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X_DFFSET0,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,SETUP_X_SCREEN_K_SDTBEGIN_X_X_MIN_X_X_X,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,SETUP_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_X,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,SETUP_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_X,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,SETUP_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_X,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,RESETCHECK_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,RESETCHECK_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,RESETCHECK_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,4,28,37,3500:5999,CLK_BASE_CXXX_IREFTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,IREFTRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,4,28,37,3500:5999,CLK_BASE_CXXX_IREFTRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_BBS,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_BBS,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,FORK_X_SAMPLE_K_SDTBEGIN_X_X_MIN_X_X_BBS,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_K_SDTBEGIN_TAP_X_MIN_X_40_HVM,4,28,40,3500:5999,CLK_BASE_CXXX_DCATRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,2,28,35,3500:5999,CLK_TAP_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,3,28,19,3500:5999,CLK_RESET_SCREEN_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,DCATRIM_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_SDC,4,28,40,3500:5999,CLK_BASE_CXXX_DCATRIM_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,CONFIGREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n2,99,28,3500:5999,HARDWARE_ALARM
CLK_BASE_CXXXSDT,CONFIGREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,n1,98,28,3500:5999,SOFTWARE_ALARM_OR_ZERO_BIN
CLK_BASE_CXXXSDT,CONFIGREAD_X_CMEM_E_SDTBEGIN_TAP_X_MIN_X_40_BBS,0,90,28,3500:5999,CLK_BASIC_USERFUNC_FAIL_SHARED_BIN
CLK_BASE_CXXXSDT,AFSTRIM_X_SCREEN_K_SDTBEGIN_X_X_X_X_X_HVM,n2,99,28,3500:5999,HARDWARE_ALARM
