Pin,Domain,FUSES,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken
CPU_TDO,ATOM0,IREF_PT1,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_ATOM0_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,ATOM0,ADC0_OFFSET,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM0_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM0,ADC0_SLOPE_MSB,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM0_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM0,ADC0_SLOPE_LSB,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM0_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM0,ADC1_OFFSET,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM0_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM0,ADC1_SLOPE_MSB,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM0_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM0,ADC1_SLOPE_LSB,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM0_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM0,MR_VSXTOP,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM0_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,ATOM0,MR_REPLICA,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM0_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,ATOM0,MR_CSX,ATOMSLICE0_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM0_CSX_RESULT,-,-,-,-
CPU_TDO,ATOM1,IREF_PT1,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_ATOM1_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,ATOM1,ADC0_OFFSET,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM1_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM1,ADC0_SLOPE_MSB,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM1_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM1,ADC0_SLOPE_LSB,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM1_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM1,ADC1_OFFSET,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM1_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM1,ADC1_SLOPE_MSB,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM1_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM1,ADC1_SLOPE_LSB,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM1_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM1,MR_VSXTOP,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM1_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,ATOM1,MR_REPLICA,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM1_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,ATOM1,MR_CSX,ATOMSLICE0_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM1_CSX_RESULT,-,-,-,-
CPU_TDO,ATOM2,IREF_PT1,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_ATOM2_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,ATOM2,ADC0_OFFSET,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM2_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM2,ADC0_SLOPE_MSB,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM2_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM2,ADC0_SLOPE_LSB,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM2_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM2,ADC1_OFFSET,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM2_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM2,ADC1_SLOPE_MSB,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM2_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM2,ADC1_SLOPE_LSB,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM2_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM2,MR_VSXTOP,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM2_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,ATOM2,MR_REPLICA,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM2_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,ATOM2,MR_CSX,ATOMSLICE1_DLVRLATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM2_CSX_RESULT,-,-,-,-
CPU_TDO,ATOM3,IREF_PT1,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_ATOM3_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,ATOM3,ADC0_OFFSET,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM3_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM3,ADC0_SLOPE_MSB,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM3_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM3,ADC0_SLOPE_LSB,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM3_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM3,ADC1_OFFSET,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM3_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,ATOM3,ADC1_SLOPE_MSB,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_ATOM3_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,ATOM3,ADC1_SLOPE_LSB,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_ATOM3_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,ATOM3,MR_VSXTOP,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM3_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,ATOM3,MR_REPLICA,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM3_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,ATOM3,MR_CSX,ATOMSLICE1_DLVRRATOM,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_ATOM3_CSX_RESULT,-,-,-,-
CPU_TDO,CORE0P,IREF_PT1,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_CORE0P_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE0P,ADC0_OFFSET,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE0P,ADC0_SLOPE_MSB,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE0P_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE0P,ADC0_SLOPE_LSB,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE0P,ADC1_OFFSET,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE0P,ADC1_SLOPE_MSB,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE0P_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE0P,ADC1_SLOPE_LSB,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE0P,MR_VSXTOP,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0P_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE0P,MR_REPLICA,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0P_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE0P,MR_CSX,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0P_CSX_RESULT,-,-,-,-
CPU_TDO,CORE0S,IREF_PT1,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,,I:DUT.CPU_CORE0S_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE0S,ADC0_OFFSET,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0S_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE0S,ADC0_SLOPE_MSB,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE0S_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE0S,ADC0_SLOPE_LSB,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0S_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE0S,ADC1_OFFSET,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0S_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE0S,ADC1_SLOPE_MSB,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE0S_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE0S,ADC1_SLOPE_LSB,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0S_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE0S,MR_VSXTOP,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0S_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE0S,MR_REPLICA,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0S_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE0S,MR_CSX,BCSLICE0_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE0S_CSX_RESULT,-,-,-,-
CPU_TDO,CORE1P,IREF_PT1,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_CORE1P_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE1P,ADC0_OFFSET,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE1P,ADC0_SLOPE_MSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE1P_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE1P,ADC0_SLOPE_LSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE1P,ADC1_OFFSET,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE1P,ADC1_SLOPE_MSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE1P_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE1P,ADC1_SLOPE_LSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE1P,MR_VSXTOP,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1P_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE1P,MR_REPLICA,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1P_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE1P,MR_CSX,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1P_CSX_RESULT,-,-,-,-
CPU_TDO,CORE1S,IREF_PT1,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,,I:DUT.CPU_CORE1S_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE1S,ADC0_OFFSET,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1S_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE1S,ADC0_SLOPE_MSB,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE1S_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE1S,ADC0_SLOPE_LSB,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1S_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE1S,ADC1_OFFSET,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1S_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE1S,ADC1_SLOPE_MSB,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE1S_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE1S,ADC1_SLOPE_LSB,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1S_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE1S,MR_VSXTOP,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1S_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE1S,MR_REPLICA,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1S_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE1S,MR_CSX,BCSLICE0_BSR_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1S_CSX_RESULT,-,-,-,-
CPU_TDO,CORE2P,IREF_PT1,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_CORE2P_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE2P,ADC0_OFFSET,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2P_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE2P,ADC0_SLOPE_MSB,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE2P_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE2P,ADC0_SLOPE_LSB,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2P_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE2P,ADC1_OFFSET,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2P_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE2P,ADC1_SLOPE_MSB,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE2P_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE2P,ADC1_SLOPE_LSB,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2P_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE2P,MR_VSXTOP,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2P_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE2P,MR_REPLICA,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2P_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE2P,MR_CSX,BCSLICE1_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2P_CSX_RESULT,-,-,-,-
CPU_TDO,CORE2S,IREF_PT1,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,,I:DUT.CPU_CORE2S_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE2S,ADC0_OFFSET,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2S_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE2S,ADC0_SLOPE_MSB,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE2S_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE2S,ADC0_SLOPE_LSB,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2S_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE2S,ADC1_OFFSET,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2S_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE2S,ADC1_SLOPE_MSB,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE2S_ADC1_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE2S,ADC1_SLOPE_LSB,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE2S_ADC1_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE2S,MR_VSXTOP,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2S_MR_VSXTOP_REF_RESULT,-,-,-,-
CPU_TDO,CORE2S,MR_REPLICA,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2S_MR_REPLICA_AMP_RESULT,-,-,-,-
CPU_TDO,CORE2S,MR_CSX,BCSLICE1_BSL_DLVRCORE_TOP,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE2S_CSX_RESULT,-,-,-,-
CPU_TDO,CORE3P,IREF_PT1,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,7,-,I:DUT.CPU_CORE3P_DLVR_IREF_TRIM_P1_RESULT,-,-,-,-
CPU_TDO,CORE3P,ADC0_OFFSET,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE3P_DLVR_ADC0_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE3P,ADC0_SLOPE_MSB,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE3P_ADC0_SLOPE_MSB,-,-,-,-
CPU_TDO,CORE3P,ADC0_SLOPE_LSB,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE3P_ADC0_SLOPE_LSB,-,-,-,-
CPU_TDO,CORE3P,ADC1_OFFSET,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE3P_DLVR_ADC1_OFFSET_RESULT_2COMP_INT,-,-,-,-
CPU_TDO,CORE3P,ADC1_SLOPE_MSB,BCSLICE1_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE3P_ADC1_SLOPE_MSB,-,-,-,-
